wireframe_id,filename,azimuth,elevation
1,cube_4.32_0.12.png,4.321575512043604,0.12400548403058002
1,cube_5.57_1.17.png,5.56823832227503,1.1672607823382526
1,cube_3.45_0.92.png,3.450009893618815,0.9246210540761216
1,cube_5.45_0.51.png,5.448681667671791,0.5057212837126752
2,tri_prism_0.06_0.68.png,0.05804818735003656,0.6813392119061893
2,tri_prism_0.9_1.09.png,0.9019674896657272,1.0940489951608239
2,tri_prism_4.73_0.16.png,4.729410083936323,0.16183061608443036
2,tri_prism_2.96_1.08.png,2.96025413934718,1.0802026533981837
3,hex_prism_0.35_0.85.png,0.34731642645948724,0.8533688298782367
3,hex_prism_3.92_0.1.png,3.9236164023273172,0.0967683654326059
3,hex_prism_0.1_0.38.png,0.09844345334478133,0.3761108078801276
3,hex_prism_6.2_1.52.png,6.199389016098053,1.51965910483202
4,l_prism_5.85_0.57.png,5.849308599738568,0.5691470169449229
4,l_prism_6.28_0.05.png,6.282727185130261,0.04748663077202715
4,l_prism_4.0_0.14.png,4.001858110296147,0.1438415705443928
4,l_prism_6.07_0.67.png,6.0712484831232425,0.6747744290266244
5,square_2d_5.1_0.95.png,5.099588806380942,0.9479346411300767
5,square_2d_3.13_1.42.png,3.134741410101499,1.4214355008188597
5,square_2d_0.53_0.64.png,0.5334583196552463,0.6422507313300124
5,square_2d_6.11_0.2.png,6.105785662762501,0.20251353224356075
6,tri_2d_3.3_1.2.png,3.301423373201347,1.2023838209957558
6,tri_2d_5.74_1.54.png,5.737499447116301,1.5368251591343454
6,tri_2d_5.19_0.94.png,5.192352526598632,0.9369422965104426
6,tri_2d_6.04_0.43.png,6.038406153804177,0.4283988871931541
7,hex_2d_5.74_0.75.png,5.741019184047178,0.7482616825805783
7,hex_2d_2.23_0.51.png,2.2297190311329564,0.5085724302975348
7,hex_2d_1.41_0.48.png,1.409332891613122,0.48343457575293786
7,hex_2d_5.75_0.91.png,5.7548656507491724,0.910469448435969
8,l_2d_0.85_1.19.png,0.8461709595718651,1.194543642061055
8,l_2d_0.72_1.44.png,0.7181207626006486,1.4357822305186956
8,l_2d_3.72_0.83.png,3.720589116491703,0.8268624987631206
8,l_2d_5.92_1.15.png,5.915051933368858,1.1545986029861623
